CustomerID,Recency,Frequency,Monetary,Frequency_log,Monetary_log
14012,278,1,328.8,0.6931471805599453,5.7984864101254985
14013,110,5,1084.57,1.791759469228055,6.989860473650979
14014,77,3,1948.21,1.3862943611198906,7.575179441266062
14015,53,1,917.34,0.6931471805599453,6.8225676924206855
14016,162,11,11403.41,2.4849066497880004,9.341755401683734
14017,571,1,229.75,0.6931471805599453,5.441334873382962
14018,645,1,367.15,0.6931471805599453,5.908490463814726
14019,47,3,1421.61,1.3862943611198906,7.260248491657529
14020,17,4,1249.01,1.6094379124341003,7.130906830264347
14021,155,7,1716.58,2.0794415416798357,7.448671602342143
14022,225,2,792.15,1.0986122886681098,6.676012358854464
14023,7,2,584.07,1.0986122886681098,6.371731498193053
14024,122,3,645.74,1.3862943611198906,6.471944359021592
14025,465,8,4057.9,2.1972245773362196,8.308667279925409
14026,471,2,713.11,1.0986122886681098,6.571037012097961
14027,61,1,104.82,0.6931471805599453,4.661739537475985
14028,550,3,10396.5,1.3862943611198906,9.249320671617067
14029,63,2,467.66,1.0986122886681098,6.149877558850261
14030,18,20,7521.8,3.044522437723423,8.925693688067923
14031,7,44,39019.51,3.8066624897703196,10.571842684312088
14032,2,16,4546.41,2.833213344056216,8.422313119102423
14033,555,1,109.44,0.6931471805599453,4.704472387061954
14034,22,3,648.89,1.3862943611198906,6.476803117799309
14035,29,9,2794.75,2.302585092994046,7.935855685908297
14036,285,1,626.65,0.6931471805599453,6.441982686264217
14037,176,6,836.95,1.9459101490553132,6.7309584328308825
14038,78,5,3069.88,1.791759469228055,8.029719444457568
14039,33,2,267.28,1.0986122886681098,5.592031211231537
14040,41,35,12523.81,3.58351893845611,9.435466756177327
14041,266,1,141.41,0.6931471805599453,4.958710221231336
14042,725,1,431.98,0.6931471805599453,6.070691537559284
14043,491,2,302.6,1.0986122886681098,5.715711045521475
14044,27,10,3077.7,2.3978952727983707,8.032262708945584
14045,109,16,10986.63,2.833213344056216,9.304525373550288
14046,284,1,154.99,0.6931471805599453,5.049791902630777
14047,9,14,3968.11,2.70805020110221,8.286297167188637
14048,305,3,748.69,1.3862943611198906,6.619659787751255
14049,17,13,13023.4,2.6390573296152584,9.474579800301415
14050,32,2,746.36,1.0986122886681098,6.616546996753798
14051,1,37,21770.98,3.6375861597263857,9.988379100942609
14052,20,2,466.66,1.0986122886681098,6.147741536165247
14053,124,4,572.3,1.6094379124341003,6.351409139914337
14054,65,1,92.46,0.6931471805599453,4.53753353727228
14055,106,3,1520.96,1.3862943611198906,7.327754256867339
14056,1,23,8152.71,3.1780538303479458,9.006228317380044
14057,24,22,8346.66,3.1354942159291497,9.02973653904951
14058,463,2,469.19,1.0986122886681098,6.153136868334086
14059,267,1,183.6,0.6931471805599453,5.218191322068752
14060,5,30,8898.24,3.4339872044851463,9.093721158815592
14061,507,3,917.43,1.3862943611198906,6.822665690537022
14062,10,24,25585.65,3.2188758248682006,10.149826010072386
14063,438,9,22710.2,2.302585092994046,10.030613473862132
14064,29,15,3260.24,2.772588722239781,8.089862770137307
14065,389,3,891.02,1.3862943611198906,6.793488553853314
14066,267,1,152.55,0.6931471805599453,5.034026246886832
14067,64,2,374.7,1.0986122886681098,5.928790952579924
14068,320,4,1516.72,1.6094379124341003,7.3249644877140545
14069,515,2,225.81,1.0986122886681098,5.424112662592345
14070,685,1,321.6,0.6931471805599453,5.776413165691109
14071,4,8,1437.57,2.1972245773362196,7.271404843608142
14072,667,1,390.85,0.6931471805599453,5.9708791134988735
14073,32,1,151.04,0.6931471805599453,5.024143644121048
14074,623,1,219.4,0.6931471805599453,5.39544407727876
14075,5,6,1734.87,1.9459101490553132,7.459264007623663
14076,129,1,118.67,0.6931471805599453,4.784737954585425
14077,41,6,615.08,1.9459101490553132,6.423376825230995
14078,102,9,1553.47,2.302585092994046,7.348889930502677
14079,125,2,618.73,1.0986122886681098,6.4292838993175305
14080,33,5,1115.68,1.791759469228055,7.018115276378225
14081,302,10,4867.57,2.3978952727983707,8.490555538460665
14082,365,2,413.36,1.0986122886681098,6.026735161189901
14083,4,11,1082.19,2.4849066497880004,6.987665670209931
14084,512,1,150.5,0.6931471805599453,5.020585624949423
14085,2,33,9720.67,3.5263605246161616,9.182112693396306
14086,463,1,39.95,0.6931471805599453,3.7123518102990785
14087,3,3,829.47,1.3862943611198906,6.721991805583325
14088,10,16,64036.8,2.833213344056216,11.06722881299151
14089,57,1,158.75,0.6931471805599453,5.073610093257644
14090,325,1,76.32,0.6931471805599453,4.34795265434013
14091,654,2,9530.08,1.0986122886681098,9.162313316565184
14092,8,24,7229.45,3.2188758248682006,8.886056553879842
14093,12,1,433.86,0.6931471805599453,6.075024140206913
14094,440,1,311.77,0.6931471805599453,5.745468096143307
14095,723,1,2.95,0.6931471805599453,1.3737155789130306
14096,4,17,65164.79,2.8903717578961645,11.084689916963537
14097,481,2,422.86,1.0986122886681098,6.0494032120284285
14098,37,1,147.35,0.6931471805599453,4.999574346736831
14099,16,20,5750.91,3.044522437723423,8.6572872525469
14100,138,1,191.95,0.6931471805599453,5.262431087983628
14101,74,13,9961.93,2.6390573296152584,9.206626484023987
14102,5,5,1105.88,1.791759469228055,7.009300525748804
14104,155,5,743.53,1.791759469228055,6.612753146812557
14105,239,5,5988.83,1.791759469228055,8.697818310072366
14106,737,1,214.8,0.6931471805599453,5.374352052824034
14107,52,11,4877.3,2.4849066497880004,8.492552077499786
14108,31,4,1044.96,1.6094379124341003,6.952690402975883
14109,73,1,144.2,0.6931471805599453,4.978112102390695
14110,4,33,12987.95,3.5263605246161616,9.471854274988836
14111,14,4,692.85,1.6094379124341003,6.54225579881702
14112,23,13,5834.59,2.6390573296152584,8.671730653576422
14113,4,16,7092.61,2.833213344056216,8.866949657786243
14114,274,7,1364.09,2.0794415416798357,7.218975639511439
14115,502,2,622.67,1.0986122886681098,6.435621382327132
14116,20,5,1382.74,1.791759469228055,7.2325452572578
14117,144,1,90.0,0.6931471805599453,4.51085950651685
14118,429,1,458.45,0.6931471805599453,6.130030121946894
14119,376,2,183.37,1.0986122886681098,5.216944608082299
14121,4,4,2780.15,1.6094379124341003,7.930619790211972
14122,406,3,362.42,1.3862943611198906,5.895559190220911
14123,733,1,436.18,0.6931471805599453,6.0803450096018565
14124,84,1,419.58,0.6931471805599453,6.041634711020558
14125,11,3,2720.63,1.3862943611198906,7.908986244508535
14126,8,4,1172.46,1.6094379124341003,7.067711928642815
14127,123,6,1900.08,1.9459101490553132,7.55017742471711
14128,61,3,924.21,1.3862943611198906,6.830020738772716
14129,2,9,2591.34,2.302585092994046,7.860316221709267
14130,319,4,1858.77,1.6094379124341003,7.528208103147246
14131,649,1,168.22,0.6931471805599453,5.1311996434963545
14132,2,11,3586.03,2.4849066497880004,8.185079841032296
14133,130,4,911.14,1.6094379124341003,6.815793487064996
14134,383,15,11123.35,2.772588722239781,9.316891678361227
14135,2,24,8839.67,3.2188758248682006,9.087117944614835
14136,401,5,1570.81,1.791759469228055,7.359983100544423
14137,696,1,332.7,0.6931471805599453,5.810242385757328
14138,2,2,965.88,1.0986122886681098,6.874074392613249
14139,46,4,1086.8,1.6094379124341003,6.99191258698886
14140,4,2,935.05,1.0986122886681098,6.841668893854277
14141,3,4,915.13,1.6094379124341003,6.820158276001622
14142,373,2,671.34,1.0986122886681098,6.510764164953352
14143,134,1,115.8,0.6931471805599453,4.760463070394127
14144,486,1,30.6,0.6931471805599453,3.4531571205928664
14145,47,7,7600.05,2.0794415416798357,8.936041674626237
14146,9,12,9450.3,2.5649493574615367,9.153907577164
14147,78,9,2590.2,2.302585092994046,7.85987636785712
14148,234,2,466.29,1.0986122886681098,6.146950049948197
14149,221,1,446.62,0.6931471805599453,6.103944658191983
14150,36,2,658.64,1.0986122886681098,6.49169423166057
14151,673,2,679.45,1.0986122886681098,6.5227543440063265
14152,75,7,1997.34,2.0794415416798357,7.600072114901368
14153,483,1,233.4,0.6931471805599453,5.457029057702858
14154,239,8,6460.7,2.1972245773362196,8.77364772005142
14155,266,1,118.75,0.6931471805599453,4.785406236291025
14156,10,156,313437.62,5.056245805348308,12.655358830412167
14157,20,5,978.69,1.791759469228055,6.887236195092215
14158,40,1,507.66,0.6931471805599453,6.231779816930511
14159,20,20,7860.8,3.044522437723423,8.969770866838594
14160,610,7,8421.47,2.0794415416798357,9.038658413386564
14161,216,7,2996.93,2.0794415416798357,8.005677329490688
14162,174,2,289.36,1.0986122886681098,5.67112153241664
14163,87,5,2594.62,1.791759469228055,7.861580688064839
14164,71,2,1631.77,1.0986122886681098,7.398033237980444
14165,276,1,120.44,0.6931471805599453,4.79942031364732
14166,505,2,251.15,1.0986122886681098,5.530024148522735
14167,39,8,1274.29,2.1972245773362196,7.1509288827098665
14168,421,2,370.45,1.0986122886681098,5.917414265597815
14169,431,2,621.51,1.0986122886681098,6.433759692466862
14170,375,3,570.18,1.3862943611198906,6.347704396406768
14171,98,2,498.79,1.0986122886681098,6.214188010197488
14172,605,3,369.02,1.3862943611198906,5.913557058231456
14173,11,6,586.0,1.9459101490553132,6.375024819828097
14174,33,1,134.46,0.6931471805599453,4.908676393786758
14175,60,8,7678.88,2.1972245773362196,8.946359201019646
14176,297,5,756.46,1.791759469228055,6.629970730708748
14177,86,13,2209.69,2.6390573296152584,7.701059962976723
14178,9,7,1600.26,2.0794415416798357,7.378546098312443
14179,41,2,701.57,1.0986122886681098,6.554745040371868
14180,11,33,6117.5,3.5263605246161616,8.719072247425723
14181,411,2,308.35,1.0986122886681098,5.734473321976997
14182,444,4,678.77,1.6094379124341003,6.521754505661576
14183,411,2,278.34,1.0986122886681098,5.632429677877625
14184,67,1,452.89,0.6931471805599453,6.1178548779353035
14185,331,1,197.65,0.6931471805599453,5.291544482260608
14186,427,5,1550.63,1.791759469228055,7.34706127025902
14187,474,1,123.5,0.6931471805599453,4.824305715904762
14188,31,6,2054.36,1.9459101490553132,7.628206294069428
14189,2,16,5503.15,2.833213344056216,8.613257632148802
14190,666,1,79.9,0.6931471805599453,4.393213824064446
14191,2,15,4817.66,2.772588722239781,8.48025116009442
14192,388,1,293.74,0.6931471805599453,5.686093611785117
14193,68,3,1210.19,1.3862943611198906,7.0993586263743325
14194,5,36,18670.59,3.6109179126442243,9.83475839627326
14195,202,6,2615.6,1.9459101490553132,7.869631044076776
14196,107,1,335.52,0.6931471805599453,5.818657582682612
14197,411,1,390.05,0.6931471805599453,5.968835429047621
14198,18,9,1569.73,2.302585092994046,7.359295758431025
14199,218,4,1091.7,1.6094379124341003,6.9964069765767
14200,617,1,379.2,0.6931471805599453,5.940697430054329
14201,60,10,1193.54,2.3978952727983707,7.0855164530197605
14202,381,3,847.76,1.3862943611198906,6.743776460835899
14203,397,1,339.34,0.6931471805599453,5.82994511794329
14204,2,4,1024.83,1.6094379124341003,6.93325731999448
14205,17,9,2414.2,2.302585092994046,7.789537378392629
14206,239,3,1185.01,1.3862943611198906,7.078350011225329
14207,688,1,157.8,0.6931471805599453,5.067645548813036
14208,95,2,567.05,1.0986122886681098,6.342209443015913
14209,11,15,4993.27,2.772588722239781,8.51604653425612
14210,106,16,5556.57,2.833213344056216,8.622916241350572
14211,53,18,4402.29,2.9444389791664403,8.390107267770315
14212,90,2,2190.14,1.0986122886681098,7.692177235317669
14213,405,1,1192.2,0.6931471805599453,7.084394052640594
14214,31,5,1004.38,1.791759469228055,6.913120858480547
14215,12,9,3250.33,2.302585092994046,8.086819422380941
14216,3,5,2150.04,1.791759469228055,7.673706725096686
14217,2,23,3298.59,3.1780538303479458,8.101553497311599
14218,43,1,169.48,0.6931471805599453,5.1386179877903615
14219,4,3,633.83,1.3862943611198906,6.4533572465147895
14220,247,4,1515.0,1.6094379124341003,7.323830566202317
14221,42,17,6517.49,2.8903717578961645,8.78239803300639
14222,177,1,683.17,0.6931471805599453,6.528206424753791
14223,92,3,991.13,1.3862943611198906,6.89985414708588
14224,110,9,1841.71,2.302585092994046,7.518992593145431
14225,435,4,2031.07,1.6094379124341003,7.616810256923923
14226,29,6,2985.13,1.9459101490553132,8.001733513655134
14227,26,15,6368.71,2.772588722239781,8.759309221627205
14228,438,3,745.5,1.3862943611198906,6.615395616979245
14229,52,7,2594.04,2.0794415416798357,7.86135720973938
14230,436,3,979.8,1.3862943611198906,6.888368565181947
14231,184,4,1235.62,1.6094379124341003,7.120137130372299
14232,43,5,2048.07,1.791759469228055,7.625141310661702
14233,49,7,2904.27,2.0794415416798357,7.974281608168437
14234,22,4,754.12,1.6094379124341003,6.626876677016689
14235,75,9,4717.99,2.302585092994046,8.459350072631114
14236,81,5,1555.34,1.791759469228055,7.350092189866152
14237,373,2,471.14,1.0986122886681098,6.157275551774947
14238,326,3,434.23,1.3862943611198906,6.075874626989435
14239,43,21,4263.17,3.091042453358316,8.358002833718864
14240,30,3,1247.49,1.3862943611198906,7.129690100076217
14241,184,2,333.7,1.0986122886681098,5.8132346082172806
14242,235,2,280.55,1.0986122886681098,5.640310051700627
14243,9,17,7217.75,2.8903717578961645,8.884437086704205
14244,661,1,366.42,0.6931471805599453,5.906505607880791
14245,220,2,1693.45,1.0986122886681098,7.435113483382488
14246,111,3,1474.06,1.3862943611198906,7.296453945912696
14247,278,5,753.56,1.791759469228055,6.626134797908952
14248,318,3,1032.95,1.3862943611198906,6.941141697999771
14249,411,12,5400.46,2.5649493574615367,8.594424566379255
14250,7,3,1904.05,1.3862943611198906,7.552263533935522
14251,2,5,2879.7,1.791759469228055,7.965788599152331
14252,381,1,350.99,0.6931471805599453,5.863602766103642
14253,493,2,363.4,1.0986122886681098,5.898252165385803
14254,433,1,601.03,0.6931471805599453,6.400307277954197
14255,546,1,1000.63,0.6931471805599453,6.909383951973957
14256,260,5,2460.79,1.791759469228055,7.80864400659954
14257,64,9,5954.45,2.302585092994046,8.692062045685008
14258,9,25,32051.34,3.258096538021482,10.375125470604086
14259,142,1,120.0,0.6931471805599453,4.795790545596741
14260,471,3,824.28,1.3862943611198906,6.71572272269298
14261,51,2,1163.45,1.0986122886681098,7.060004151519799
14262,8,8,2618.23,2.1972245773362196,7.870635660430322
14263,423,1,322.93,0.6931471805599453,5.780527443067584
14264,155,6,1517.36,1.9459101490553132,7.325386083989173
14265,109,4,1373.35,1.6094379124341003,7.225736171057181
14266,428,1,40.56,0.6931471805599453,3.727138166231027
14267,163,3,1516.24,1.3862943611198906,7.3246481738226015
14268,471,1,354.85,0.6931471805599453,5.87450929374528
14269,439,1,295.73,0.6931471805599453,5.692822634419859
14270,332,1,492.65,0.6931471805599453,6.201826764057459
14271,226,2,214.18,1.0986122886681098,5.371474887165763
14272,74,4,920.81,1.6094379124341003,6.826339128567769
14273,51,4,559.97,1.6094379124341003,6.329667428156979
14274,686,1,256.6,0.6931471805599453,5.551407994230199
14275,396,6,1189.38,1.9459101490553132,7.082027862862419
14276,99,7,2102.68,2.0794415416798357,7.6514434710358
14277,15,9,17197.61,2.302585092994046,9.752583845582432
14278,410,1,205.83,0.6931471805599453,5.331897199811232
14279,521,2,191.86,1.0986122886681098,5.261964537082238
14280,197,1,134.04,0.6931471805599453,4.905571030847647
14281,408,1,245.15,0.6931471805599453,5.50594110620421
14282,3,25,7250.76,3.258096538021482,8.888999477008303
14283,463,4,628.44,1.6094379124341003,6.444830535200694
14284,31,3,1299.65,1.3862943611198906,7.170619418491279
14285,21,8,3284.42,2.1972245773362196,8.097249776627379
14286,24,7,8479.76,2.0794415416798357,9.04555534741159
14287,8,3,176.63,1.3862943611198906,5.179702735211794
14288,213,1,426.6,0.6931471805599453,6.05818817915089
14289,9,6,911.26,1.9459101490553132,6.815925037163848
14290,11,8,4516.56,2.1972245773362196,8.41572730406053
14291,2,23,7904.1,3.1780538303479458,8.975263399784938
14292,8,16,9226.25,2.833213344056216,9.129916341608387
14293,3,9,2903.01,2.302585092994046,7.973847819464929
14294,407,1,375.34,0.6931471805599453,5.930492990116498
14295,40,5,2362.91,1.791759469228055,7.768072306735277
14296,421,2,456.4,1.0986122886681098,6.125558281588681
14297,18,4,1305.33,1.6094379124341003,7.174976957856922
14298,8,82,91194.49,4.418840607796598,11.420760723085259
14299,8,27,14070.25,3.332204510175204,9.551888987669013
14300,19,1,43.2,0.6931471805599453,3.7887247890836524
14301,117,4,1992.18,1.6094379124341003,7.597486632240913
14302,431,3,742.9,1.3862943611198906,6.611906617197295
14303,407,2,277.94,1.0986122886681098,5.630996704930548
14304,223,3,1725.01,1.3862943611198906,7.453567665369348
14305,71,3,1858.96,1.3862943611198906,7.528310261099659
14306,51,6,3151.4,1.9459101490553132,8.055919346479495
14307,89,10,4287.92,2.3978952727983707,8.363790231976404
14308,549,2,1147.02,1.0986122886681098,7.045793998330545
14309,8,11,3780.81,2.4849066497880004,8.237958009987105
14310,433,1,492.1,0.6931471805599453,6.2007119932300805
14311,243,2,516.45,1.0986122886681098,6.248912902114182
14312,47,11,3090.29,2.4849066497880004,8.0363437585012
14314,107,2,229.8,1.0986122886681098,5.441551534633945
14315,45,8,3197.82,2.1972245773362196,8.070537270782818
14316,422,5,1370.34,1.791759469228055,7.223543642981688
14317,65,1,508.58,0.6931471805599453,6.233586857019973
14318,460,1,158.02,0.6931471805599453,5.069029980473338
14319,424,1,494.85,0.6931471805599453,6.206273461632134
14320,207,5,1346.75,1.791759469228055,7.2061918143317785
14321,11,7,2218.06,2.0794415416798357,7.704838961773891
14322,429,4,474.1,1.6094379124341003,6.163525308192876
14323,115,2,605.06,1.0986122886681098,6.406978991069148
14324,410,2,701.61,1.0986122886681098,6.554801972579857
14325,570,1,245.48,0.6931471805599453,5.507280854288412
14326,242,3,940.98,1.3862943611198906,6.847984042928468
14327,163,6,1894.93,1.9459101490553132,7.54746476230219
14328,438,1,445.05,0.6931471805599453,6.1004310533597925
14329,17,15,9887.62,2.772588722239781,9.199139879997139
14330,624,1,200.63,0.6931471805599453,5.3064343346499845
14331,124,2,462.66,1.0986122886681098,6.139151525006747
14332,23,5,1917.41,1.791759469228055,7.5592519969368945
14333,68,1,415.2,0.6931471805599453,6.031165913959534
14334,17,12,4318.48,2.5649493574615367,8.37089030362269
14335,16,2,454.86,1.0986122886681098,6.1221857448309915
14336,17,4,1614.91,1.6094379124341003,7.387653544460817
14338,161,3,928.1,1.3862943611198906,6.834216375647267
14339,243,2,620.27,1.0986122886681098,6.431765770051603
14340,219,1,134.7,0.6931471805599453,4.9104465668408235
14341,45,18,4452.02,2.9444389791664403,8.401337796665759
14342,21,6,918.44,1.9459101490553132,6.823764789060503
14343,421,4,1079.66,1.6094379124341003,6.985327244577022
14344,127,20,2993.05,3.044522437723423,8.00438226490693
14345,39,1,108.98,0.6931471805599453,4.700298531079668
14346,121,5,2315.75,1.791759469228055,7.747920620466801
14347,737,1,82.6,0.6931471805599453,4.426043520090656
14348,260,1,409.57,0.6931471805599453,6.017546438106483
14349,10,1,133.5,0.6931471805599453,4.901564199041894
14350,274,3,972.03,1.3862943611198906,6.880414914187569
14351,165,1,51.0,0.6931471805599453,3.9512437185814275
14352,157,4,1078.96,1.6094379124341003,6.984679282395341
14353,215,3,376.5,1.3862943611198906,5.933570568689079
14354,6,2,163.62,1.0986122886681098,5.103639787544498
14355,366,3,840.05,1.3862943611198906,6.734651111237791
14356,80,2,701.23,1.0986122886681098,6.5542609856927125
14357,43,1,225.12,0.6931471805599453,5.42106583180709
14358,389,2,400.06,1.0986122886681098,5.994111042048887
14359,19,3,912.18,1.3862943611198906,6.816933013408364
14360,32,4,2118.03,1.6094379124341003,7.658713715789601
14361,579,1,214.71,0.6931471805599453,5.373934913006625
14362,22,1,151.5,0.6931471805599453,5.0271645960474665
14363,402,2,227.47,1.0986122886681098,5.431404910686392
14364,109,8,3717.35,2.1972245773362196,8.221035300483413
14365,395,2,634.68,1.0986122886681098,6.454695292066289
14366,525,1,136.0,0.6931471805599453,4.919980925828125
14367,8,16,9227.82,2.833213344056216,9.13008647533716
14368,320,1,155.0,0.6931471805599453,5.049856007249537
14369,642,2,469.13,1.0986122886681098,6.153009252203234
14370,451,6,1175.78,1.9459101490553132,7.070537173901474
14371,295,1,100.5,0.6931471805599453,4.620058798481842
14372,443,2,860.08,1.0986122886681098,6.758187415326246
14373,358,1,76.55,0.6931471805599453,4.350922889622548
14374,541,1,108.0,0.6931471805599453,4.6913478822291435
14375,185,3,1106.82,1.3862943611198906,7.010149399236361
14376,683,1,215.46,0.6931471805599453,5.377405772867
14377,191,2,617.05,1.0986122886681098,6.426569360333832
14378,622,1,131.25,0.6931471805599453,4.8846940707384086
14379,44,4,1265.16,1.6094379124341003,7.143743977025028
14380,682,1,48.96,0.6931471805599453,3.911222685257377
14381,52,2,625.94,1.0986122886681098,6.440850842274075
14382,26,2,1193.63,1.0986122886681098,7.085591792991417
14383,38,3,1247.69,1.3862943611198906,7.129850280760371
14384,501,1,58.5,0.6931471805599453,4.085976312551584
14385,9,3,202.11,1.3862943611198906,5.3137477042033945
14386,297,1,142.4,0.6931471805599453,4.96563792816552
14387,33,3,1727.6,1.3862943611198906,7.455067111318538
14388,10,16,6388.2,2.833213344056216,8.762364343915802
14389,65,5,1898.01,1.791759469228055,7.549087976727858
14390,10,13,6150.03,2.6390573296152584,8.724374826452205
14391,577,1,135.6,0.6931471805599453,4.91705694713669
14392,432,1,266.4,0.6931471805599453,5.588745664667843
14393,218,1,67.95,0.6931471805599453,4.233381604239311
14394,565,1,93.8,0.6931471805599453,4.551769409260976
14395,2,20,7801.93,3.044522437723423,8.962254583167898
14396,65,7,1969.38,2.0794415416798357,7.585981696531509
14397,3,19,2612.96,2.995732273553991,7.868621591848266
14398,401,2,707.79,1.0986122886681098,6.563559290839203
14399,394,8,2108.21,2.1972245773362196,7.654068748779155
14400,149,3,1732.47,1.3862943611198906,7.45788045894706
14401,4,22,6795.9,3.1354942159291497,8.824221904865304
14402,652,1,285.6,0.6931471805599453,5.6580875153940715
14403,130,6,1880.51,1.9459101490553132,7.539829924927686
14404,34,13,2724.13,2.6390573296152584,7.910271412381448
14405,387,1,195.0,0.6931471805599453,5.278114659230517
14406,119,1,156.75,0.6931471805599453,5.061011501421323
14407,107,6,2157.73,1.9459101490553132,7.677275364797242
14408,11,11,4102.27,2.4849066497880004,8.319539495785264
14409,71,9,3427.29,2.302585092994046,8.139816873572414
14410,92,11,2631.9,2.4849066497880004,7.875841179283995
14411,311,1,1063.0,0.6931471805599453,6.96979066990159
14412,43,3,1426.19,1.3862943611198906,7.26346275507474
14413,362,4,764.52,1.6094379124341003,6.640555341471007
14414,92,8,2399.33,2.1972245773362196,7.783361506883779
14415,1,23,11980.09,3.1780538303479458,9.391084852505516
14416,22,2,490.22,1.0986122886681098,6.1968920926164115
14417,388,1,524.65,0.6931471805599453,6.26463559202184
14418,4,3,1937.25,1.3862943611198906,7.569540783099068
14419,11,7,1254.64,2.0794415416798357,7.135400681739754
14420,99,4,1639.17,1.6094379124341003,7.4025551739826545
14421,57,6,2469.37,1.9459101490553132,7.812123215974338
14422,1,19,10271.52,2.995732273553991,9.237227647701399
14423,218,3,916.61,1.3862943611198906,6.8217724637505475
14424,18,1,322.08,0.6931471805599453,5.777899970574095
14425,435,3,661.39,1.3862943611198906,6.495854506338738
14426,24,17,11727.94,2.8903717578961645,9.3698145709828
14427,50,4,1263.52,1.6094379124341003,7.142447882513212
14428,7,5,1224.06,1.791759469228055,7.110745101371203
14429,404,1,516.28,0.6931471805599453,6.248584313977123
14430,512,3,1220.9,1.3862943611198906,7.108162303322477
14431,303,4,2614.2,1.6094379124341003,7.869095855410001
14432,10,6,2248.5,1.9459101490553132,7.7184632482812265
14433,466,1,280.7,0.6931471805599453,5.640842674882327
14434,22,6,1372.8,1.9459101490553132,7.225335901779781
14435,502,1,90.42,0.6931471805599453,4.515464272903598
14436,99,2,271.7,1.0986122886681098,5.608372289851543
14437,366,5,873.34,1.791759469228055,6.773469316026729
14438,306,1,131.9,0.6931471805599453,4.8895969657192
14439,320,5,9443.04,1.791759469228055,9.15313913368987
14440,8,13,5982.03,2.6390573296152584,8.69668240758438
14441,1,11,4611.69,2.4849066497880004,8.436566479912322
14442,205,7,5367.02,2.0794415416798357,8.588214404426992
14443,54,5,2082.97,1.791759469228055,7.642030007376169
14444,456,1,120.44,0.6931471805599453,4.79942031364732
14445,456,1,221.65,0.6931471805599453,5.405601031767711
14446,1,5,1200.28,1.791759469228055,7.091142933958089
14447,19,6,1711.73,1.9459101490553132,7.445843867687404
14448,9,2,375.35,1.0986122886681098,5.930519561480541
14449,19,8,2230.96,2.1972245773362196,7.710635402193662
14450,181,7,1128.44,2.0794415416798357,7.029477213647162
14451,60,12,3258.68,2.5649493574615367,8.08938431003359
14452,11,4,658.95,1.6094379124341003,6.492164074574964
14453,190,1,119.93,0.6931471805599453,4.795211865797184
14454,376,5,977.3,1.791759469228055,6.885816371463383
14455,432,4,617.72,1.6094379124341003,6.427652827858987
14456,5,9,3017.28,2.302585092994046,8.012442411697599
14457,311,1,113.64,0.6931471805599453,4.741796783519916
14458,381,1,228.07,0.6931471805599453,5.434027633700484
14459,155,2,5375.74,1.0986122886681098,8.589837521539781
14460,110,9,1093.5,2.302585092994046,6.9980529169629175
14461,148,13,6676.91,2.6390573296152584,8.806560343323834
14462,66,12,2242.81,2.5649493574615367,7.7159305928261315
14463,98,4,786.57,1.6094379124341003,6.668952255638294
14464,568,2,111.0,1.0986122886681098,4.718498871295094
14465,247,11,3925.85,2.4849066497880004,8.27559285675146
14466,29,13,4267.15,2.6390573296152584,8.358935757071167
14467,18,12,2203.24,2.5649493574615367,7.698138057266362
14468,734,1,204.24,0.6931471805599453,5.324180026073764
14469,416,4,2093.46,1.6094379124341003,7.64705104256806
14470,12,3,712.04,1.3862943611198906,6.569537519822462
14471,591,2,400.95,1.0986122886681098,5.99632770277397
14472,104,9,2118.72,2.302585092994046,7.6590392834716265
14473,74,2,234.34,1.0986122886681098,5.461031277035783
14474,46,2,1258.89,1.0986122886681098,7.138779694547217
14475,72,4,1151.15,1.6094379124341003,7.0493850411128
14476,257,1,193.0,0.6931471805599453,5.267858159063328
14477,20,7,1969.6,2.0794415416798357,7.586093343888374
14478,382,4,1276.66,1.6094379124341003,7.152785558853802
14479,254,4,1124.71,1.6094379124341003,7.026169226682765
14480,11,4,1299.52,1.6094379124341003,7.170519463470955
14481,165,5,2284.69,1.791759469228055,7.73442322711016
14482,18,12,4306.72,2.5649493574615367,8.368164040806516
14483,282,2,257.1,1.0986122886681098,5.553347106724568
14484,50,4,1070.98,1.6094379124341003,6.977262684740291
14485,39,1,162.8,0.6931471805599453,5.098646171418969
14486,512,2,175.5,1.0986122886681098,5.173320876373351
14487,27,7,1266.27,2.0794415416798357,7.144620259433484
14488,68,1,1064.28,0.6931471805599453,6.97099295438666
14489,207,4,1574.93,1.6094379124341003,7.362600853187739
14490,406,2,1273.47,1.0986122886681098,7.150285684896527
14491,175,2,340.93,1.0986122886681098,5.834606037750557
14492,430,7,1921.91,2.0794415416798357,7.561594942621463
14493,7,10,5087.86,2.3978952727983707,8.53480911589405
14494,26,3,401.46,1.3862943611198906,5.997595713038222
14495,51,3,174.8,1.3862943611198906,5.169346985251076
14496,312,7,2363.89,2.0794415416798357,7.768486788216427
14497,309,2,697.06,1.0986122886681098,6.54830505895342
14498,43,10,3900.83,2.3978952727983707,8.269200952832637
14499,26,7,2101.79,2.0794415416798357,7.651020313369975
14500,88,3,356.85,1.3862943611198906,5.880113904184607
14501,184,2,251.21,1.0986122886681098,5.530262073815315
14502,20,11,2429.83,2.4849066497880004,7.795988041800972
14503,3,6,3543.26,1.9459101490553132,8.173084672465158
14504,47,4,673.26,1.6094379124341003,6.513615793203887
14505,17,19,11879.08,2.995732273553991,9.382618326900696
14506,17,7,2960.25,2.0794415416798357,7.993366755472995
